l1	phone_l1	l2	phone_l2	surprisal
El Nayar Cora	('kʷ',)	Pima Bajo	h	3.849
El Nayar Cora	('kʷ',)	Pima Bajo	k	4.624
El Nayar Cora	('l',)	Pima Bajo	r	4.476
El Nayar Cora	('l',)	Pima Bajo	eː	4.735
El Nayar Cora	('m',)	Pima Bajo	m	2.032
El Nayar Cora	('m',)	Pima Bajo	-	3.178
El Nayar Cora	('n',)	Pima Bajo	n	1.778
El Nayar Cora	('n',)	Pima Bajo	-	2.839
El Nayar Cora	('nʲ',)	Pima Bajo	b	3.004
El Nayar Cora	('nʲ',)	Pima Bajo	r̥	3.613
El Nayar Cora	('p',)	Pima Bajo	-	3.488
El Nayar Cora	('p',)	Pima Bajo	k	3.838
El Nayar Cora	('r',)	Pima Bajo	-	2.147
El Nayar Cora	('r',)	Pima Bajo	d	2.749
El Nayar Cora	('s',)	Pima Bajo	h	2.63
El Nayar Cora	('s',)	Pima Bajo	k	3.475
El Nayar Cora	('t',)	Pima Bajo	-	1.999
El Nayar Cora	('t',)	Pima Bajo	t	2.338
El Nayar Cora	('tʲ',)	Pima Bajo	t	2.122
El Nayar Cora	('tʲ',)	Pima Bajo	tː	4.335
El Nayar Cora	('u',)	Pima Bajo	-	1.58
El Nayar Cora	('u',)	Pima Bajo	o	2.96
El Nayar Cora	('u̠',)	Pima Bajo	aː	3.871
El Nayar Cora	('u̠',)	Pima Bajo	eː	5.164
El Nayar Cora	('u̯a',)	Pima Bajo	o	4.174
El Nayar Cora	('u̯a',)	Pima Bajo	eː	4.949
El Nayar Cora	('u̯aː',)	Pima Bajo	i	4.174
El Nayar Cora	('u̯aː',)	Pima Bajo	eː	4.949
El Nayar Cora	('v',)	Pima Bajo	-	3.761
El Nayar Cora	('v',)	Pima Bajo	ɡ	3.764
El Nayar Cora	('w',)	Pima Bajo	-	1.495
El Nayar Cora	('w',)	Pima Bajo	aː	2.782
El Nayar Cora	('y',)	Pima Bajo	-	2.505
El Nayar Cora	('ɑ',)	Pima Bajo	ɯ	2.334
El Nayar Cora	('ɑ',)	Pima Bajo	ɑ	3.684
El Nayar Cora	('ɑu̯̯',)	Pima Bajo	eː	4.627
El Nayar Cora	('ɑu̯̯',)	Pima Bajo	iː	4.627
El Nayar Cora	('ɨ',)	Pima Bajo	u	2.221
El Nayar Cora	('ɨ',)	Pima Bajo	-	2.77
El Nayar Cora	('ɨi̯̯',)	Pima Bajo	eː	4.627
El Nayar Cora	('ɨi̯̯',)	Pima Bajo	iː	4.627
El Nayar Cora	('ɨː',)	Pima Bajo	eː	4.627
El Nayar Cora	('ɨː',)	Pima Bajo	iː	4.627
El Nayar Cora	('ɯ',)	Pima Bajo	i	4.351
El Nayar Cora	('ɯ',)	Pima Bajo	ɯ	4.351
El Nayar Cora	('ʃ',)	Pima Bajo	h	2.978
El Nayar Cora	('ʃ',)	Pima Bajo	s	3.607
El Nayar Cora	('ʔ',)	Pima Bajo	-	2.199
El Nayar Cora	('ʔ',)	Pima Bajo	ʔ	2.659
El Nayar Cora	('ʦ',)	Pima Bajo	v	3.773
El Nayar Cora	('ʦ',)	Pima Bajo	d	4.29
El Nayar Cora	('ʧ',)	Pima Bajo	k	2.807
El Nayar Cora	('ʧ',)	Pima Bajo	-	4.128
El Nayar Cora	('β',)	Pima Bajo	eː	4.627
El Nayar Cora	('β',)	Pima Bajo	iː	4.627
El Nayar Cora	('-',)	Pipil	eː	4.145
El Nayar Cora	('-',)	Pipil	ei̯̯	4.145
El Nayar Cora	('a',)	Pipil	-	1.188
El Nayar Cora	('a',)	Pipil	a	1.645
El Nayar Cora	('ai̯̯',)	Pipil	j	2.738
El Nayar Cora	('ai̯̯',)	Pipil	e	4.814
El Nayar Cora	('au̯̯',)	Pipil	eː	4.145
El Nayar Cora	('au̯̯',)	Pipil	ei̯̯	4.145
El Nayar Cora	('aː',)	Pipil	-	3.075
El Nayar Cora	('aː',)	Pipil	eː	5.143
El Nayar Cora	('b',)	Pipil	l	3.209
El Nayar Cora	('b',)	Pipil	eː	5.018
El Nayar Cora	('c',)	Pipil	-	2.144
El Nayar Cora	('c',)	Pipil	t	3.636
El Nayar Cora	('e',)	Pipil	-	1.15
El Nayar Cora	('e',)	Pipil	i	2.281
El Nayar Cora	('ei̯',)	Pipil	i	3.333
El Nayar Cora	('ei̯',)	Pipil	e	4.884
El Nayar Cora	('ei̯ː',)	Pipil	eː	4.145
El Nayar Cora	('ei̯ː',)	Pipil	ei̯̯	4.145
El Nayar Cora	('ei̯̯',)	Pipil	eː	4.145
El Nayar Cora	('ei̯̯',)	Pipil	ei̯̯	4.145
El Nayar Cora	('eː',)	Pipil	i	3.075
El Nayar Cora	('eː',)	Pipil	eː	5.143
El Nayar Cora	('e̠',)	Pipil	-	2.228
El Nayar Cora	('e̠',)	Pipil	j	3.844
El Nayar Cora	('h',)	Pipil	-	1.439
El Nayar Cora	('h',)	Pipil	k	3.461
El Nayar Cora	('i',)	Pipil	-	1.027
El Nayar Cora	('i',)	Pipil	i	2.244
El Nayar Cora	('iː',)	Pipil	i	3.075
El Nayar Cora	('iː',)	Pipil	eː	5.143
El Nayar Cora	('i̠',)	Pipil	eː	4.145
El Nayar Cora	('i̠',)	Pipil	ei̯̯	4.145
El Nayar Cora	('j',)	Pipil	e	2.791
El Nayar Cora	('j',)	Pipil	-	3.22
El Nayar Cora	('k',)	Pipil	-	1.519
El Nayar Cora	('k',)	Pipil	k	3.775
El Nayar Cora	('kʷ',)	Pipil	kʷ	3.342
El Nayar Cora	('kʷ',)	Pipil	eː	4.893
El Nayar Cora	('l',)	Pipil	ʧ	4.011
El Nayar Cora	('l',)	Pipil	eː	4.27
El Nayar Cora	('m',)	Pipil	m	1.367
El Nayar Cora	('m',)	Pipil	n	3.231
El Nayar Cora	('n',)	Pipil	-	1.446
El Nayar Cora	('n',)	Pipil	ʃ	3.819
El Nayar Cora	('nʲ',)	Pipil	-	2.978
El Nayar Cora	('nʲ',)	Pipil	n	3.066
El Nayar Cora	('p',)	Pipil	-	3.128
El Nayar Cora	('p',)	Pipil	j	3.394
El Nayar Cora	('r',)	Pipil	t	1.792
El Nayar Cora	('r',)	Pipil	l	3.13
El Nayar Cora	('s',)	Pipil	ʃ	2.667
El Nayar Cora	('s',)	Pipil	-	2.851
El Nayar Cora	('t',)	Pipil	t	1.371
El Nayar Cora	('t',)	Pipil	-	2.184
El Nayar Cora	('tʲ',)	Pipil	t	1.77
El Nayar Cora	('u',)	Pipil	-	1.525
El Nayar Cora	('u',)	Pipil	u	3.163
El Nayar Cora	('u̠',)	Pipil	eː	4.145
El Nayar Cora	('u̠',)	Pipil	ei̯̯	4.145
El Nayar Cora	('u̯a',)	Pipil	eː	4.145
El Nayar Cora	('u̯a',)	Pipil	ei̯̯	4.145
El Nayar Cora	('u̯aː',)	Pipil	eː	4.145
El Nayar Cora	('u̯aː',)	Pipil	ei̯̯	4.145
El Nayar Cora	('v',)	Pipil	-	3.5
El Nayar Cora	('v',)	Pipil	t	4.275
El Nayar Cora	('w',)	Pipil	-	1.405
El Nayar Cora	('w',)	Pipil	ei̯̯	4.35
El Nayar Cora	('y',)	Pipil	-	3.084
El Nayar Cora	('y',)	Pipil	e	3.426
El Nayar Cora	('ɑ',)	Pipil	aː	2.544
El Nayar Cora	('ɑ',)	Pipil	ɑ	3.494
El Nayar Cora	('ɨ',)	Pipil	-	2.144
El Nayar Cora	('ɨ',)	Pipil	i	2.183
El Nayar Cora	('ɨi̯̯',)	Pipil	eː	4.145
El Nayar Cora	('ɨi̯̯',)	Pipil	ei̯̯	4.145
El Nayar Cora	('ɨː',)	Pipil	i	3.075
El Nayar Cora	('ɨː',)	Pipil	eː	5.143
El Nayar Cora	('ɯ',)	Pipil	eː	4.145
El Nayar Cora	('ɯ',)	Pipil	ei̯̯	4.145
El Nayar Cora	('ʃ',)	Pipil	-	2.44
El Nayar Cora	('ʃ',)	Pipil	h	3.81
El Nayar Cora	('ʔ',)	Pipil	-	1.264
El Nayar Cora	('ʔ',)	Pipil	k	2.331
El Nayar Cora	('ʦ',)	Pipil	-	3.641
El Nayar Cora	('ʦ',)	Pipil	j	4.158
El Nayar Cora	('ʧ',)	Pipil	-	3.312
El Nayar Cora	('ʧ',)	Pipil	k	4.087
El Nayar Cora	('-',)	Pochutec	ui̯̯	3.789
El Nayar Cora	('-',)	Pochutec	j	3.789
El Nayar Cora	('a',)	Pochutec	-	0.952
El Nayar Cora	('a',)	Pochutec	e	2.928
El Nayar Cora	('ai̯̯',)	Pochutec	e	2.124
El Nayar Cora	('aː',)	Pochutec	e	2.379
El Nayar Cora	('b',)	Pochutec	n	3.046
El Nayar Cora	('b',)	Pochutec	s	3.563
El Nayar Cora	('c',)	Pochutec	-	2.696
El Nayar Cora	('c',)	Pochutec	ʧ	3.217
El Nayar Cora	('e',)	Pochutec	-	1.408
El Nayar Cora	('e',)	Pochutec	o	2.581
El Nayar Cora	('ei̯',)	Pochutec	o	3.366
El Nayar Cora	('ei̯',)	Pochutec	e	3.883
El Nayar Cora	('ei̯̯',)	Pochutec	o	2.721
El Nayar Cora	('ei̯̯',)	Pochutec	ui̯̯	4.447
El Nayar Cora	('eː',)	Pochutec	-	3.233
El Nayar Cora	('eː',)	Pochutec	n	3.921
El Nayar Cora	('e̠',)	Pochutec	-	2.188
El Nayar Cora	('h',)	Pochutec	-	1.474
El Nayar Cora	('h',)	Pochutec	k	3.112
El Nayar Cora	('i',)	Pochutec	-	1.356
El Nayar Cora	('i',)	Pochutec	e	2.509
El Nayar Cora	('iː',)	Pochutec	-	2.692
El Nayar Cora	('i̠',)	Pochutec	n	3.475
El Nayar Cora	('i̠',)	Pochutec	ui̯̯	3.992
El Nayar Cora	('j',)	Pochutec	-	1.416
El Nayar Cora	('k',)	Pochutec	-	2.07
El Nayar Cora	('k',)	Pochutec	k	2.446
El Nayar Cora	('kʷ',)	Pochutec	kʷ	2.536
El Nayar Cora	('m',)	Pochutec	m	1.623
El Nayar Cora	('m',)	Pochutec	k	2.972
El Nayar Cora	('n',)	Pochutec	-	1.708
El Nayar Cora	('nʲ',)	Pochutec	n	2.379
El Nayar Cora	('p',)	Pochutec	k	3.097
El Nayar Cora	('p',)	Pochutec	n	3.872
El Nayar Cora	('r',)	Pochutec	-	1.413
El Nayar Cora	('r',)	Pochutec	ʧ	3.483
El Nayar Cora	('s',)	Pochutec	w	2.701
El Nayar Cora	('s',)	Pochutec	ɡ	3.477
El Nayar Cora	('t',)	Pochutec	t	1.708
El Nayar Cora	('t',)	Pochutec	-	2.144
El Nayar Cora	('tʲ',)	Pochutec	t	1.395
El Nayar Cora	('u',)	Pochutec	-	1.679
El Nayar Cora	('u',)	Pochutec	e	3.397
El Nayar Cora	('u̯a',)	Pochutec	ui̯̯	3.789
El Nayar Cora	('u̯a',)	Pochutec	j	3.789
El Nayar Cora	('u̯aː',)	Pochutec	ui̯̯	3.789
El Nayar Cora	('u̯aː',)	Pochutec	j	3.789
El Nayar Cora	('v',)	Pochutec	-	2.06
El Nayar Cora	('w',)	Pochutec	e	1.596
El Nayar Cora	('w',)	Pochutec	-	3.453
El Nayar Cora	('y',)	Pochutec	e	1.84
El Nayar Cora	('ɑ',)	Pochutec	-	2.188
El Nayar Cora	('ɨ',)	Pochutec	o	3.013
El Nayar Cora	('ɨ',)	Pochutec	-	3.447
El Nayar Cora	('ɨː',)	Pochutec	ui̯̯	3.789
El Nayar Cora	('ɨː',)	Pochutec	j	3.789
El Nayar Cora	('ʃ',)	Pochutec	s	2.281
El Nayar Cora	('ʔ',)	Pochutec	t	1.697
El Nayar Cora	('ʔ',)	Pochutec	-	1.748
El Nayar Cora	('ʦ',)	Pochutec	j	3.546
El Nayar Cora	('ʦ',)	Pochutec	ʧ	3.546
El Nayar Cora	('ʧ',)	Pochutec	-	2.716
El Nayar Cora	('ʧ',)	Pochutec	k	4.267
El Nayar Cora	('-',)	Serrano	ɨː	4.711
El Nayar Cora	('-',)	Serrano	ʔ	4.711
El Nayar Cora	('a',)	Serrano	-	0.85
El Nayar Cora	('a',)	Serrano	aː	3.208
El Nayar Cora	('ai̯̯',)	Serrano	ai̯̯	3.794
El Nayar Cora	('ai̯̯',)	Serrano	-	4.056
El Nayar Cora	('au̯̯',)	Serrano	ɨː	4.711
El Nayar Cora	('au̯̯',)	Serrano	ʔ	4.711
El Nayar Cora	('aː',)	Serrano	ɨː	3.885
El Nayar Cora	('aː',)	Serrano	n	4.919
El Nayar Cora	('b',)	Serrano	t	3.871
El Nayar Cora	('b',)	Serrano	ɨː	5.163
El Nayar Cora	('c',)	Serrano	-	3.355
El Nayar Cora	('c',)	Serrano	ʦ	3.709
El Nayar Cora	('e',)	Serrano	-	1.139
El Nayar Cora	('e',)	Serrano	ɨ	4.122
El Nayar Cora	('ei̯',)	Serrano	i	3.871
El Nayar Cora	('ei̯',)	Serrano	ɨː	5.163
El Nayar Cora	('ei̯ː',)	Serrano	i	3.871
El Nayar Cora	('ei̯ː',)	Serrano	ɨː	5.163
El Nayar Cora	('ei̯̯',)	Serrano	ɨː	4.711
El Nayar Cora	('ei̯̯',)	Serrano	ʔ	4.711
El Nayar Cora	('eː',)	Serrano	-	4.261
El Nayar Cora	('eː',)	Serrano	i	4.52
El Nayar Cora	('e̠',)	Serrano	i	3.681
El Nayar Cora	('e̠',)	Serrano	-	4.198
El Nayar Cora	('h',)	Serrano	-	1.919
El Nayar Cora	('h',)	Serrano	h	2.683
El Nayar Cora	('i',)	Serrano	-	1.364
El Nayar Cora	('i',)	Serrano	ɨ	3.197
El Nayar Cora	('iː',)	Serrano	ɨː	4.711
El Nayar Cora	('iː',)	Serrano	ʔ	4.711
El Nayar Cora	('i̠',)	Serrano	i	4.557
El Nayar Cora	('i̠',)	Serrano	ɑ	4.557
El Nayar Cora	('j',)	Serrano	n	3.423
El Nayar Cora	('j',)	Serrano	ʔ	4.548
El Nayar Cora	('k',)	Serrano	-	2.179
El Nayar Cora	('k',)	Serrano	q	3.093
El Nayar Cora	('kʷ',)	Serrano	kʷ	4.143
El Nayar Cora	('kʷ',)	Serrano	w	4.66
El Nayar Cora	('l',)	Serrano	ɨː	4.711
El Nayar Cora	('l',)	Serrano	ʔ	4.711
El Nayar Cora	('m',)	Serrano	m	1.832
El Nayar Cora	('m',)	Serrano	-	2.048
El Nayar Cora	('n',)	Serrano	-	2.342
El Nayar Cora	('n',)	Serrano	m	3.387
El Nayar Cora	('nʲ',)	Serrano	m	3.711
El Nayar Cora	('nʲ',)	Serrano	ʈ͡ʂ	3.711
El Nayar Cora	('p',)	Serrano	-	1.545
El Nayar Cora	('p',)	Serrano	ʂ	4.395
El Nayar Cora	('r',)	Serrano	-	1.786
El Nayar Cora	('r',)	Serrano	ʈ͡ʂ	3.52
El Nayar Cora	('s',)	Serrano	-	3.036
El Nayar Cora	('s',)	Serrano	h	3.703
El Nayar Cora	('t',)	Serrano	p	3.358
El Nayar Cora	('t',)	Serrano	-	3.637
El Nayar Cora	('tʲ',)	Serrano	c	4.106
El Nayar Cora	('tʲ',)	Serrano	n	4.106
El Nayar Cora	('u',)	Serrano	uː	3.245
El Nayar Cora	('u',)	Serrano	n	3.703
El Nayar Cora	('u̠',)	Serrano	ɯ	4.207
El Nayar Cora	('u̠',)	Serrano	ɨː	4.982
El Nayar Cora	('u̯a',)	Serrano	ɨː	4.711
El Nayar Cora	('u̯a',)	Serrano	ʔ	4.711
El Nayar Cora	('u̯aː',)	Serrano	ɨː	4.711
El Nayar Cora	('u̯aː',)	Serrano	ʔ	4.711
El Nayar Cora	('v',)	Serrano	-	3.925
El Nayar Cora	('v',)	Serrano	q	4.701
El Nayar Cora	('w',)	Serrano	-	1.971
El Nayar Cora	('w',)	Serrano	w	3.725
El Nayar Cora	('y',)	Serrano	ɨ	3.223
El Nayar Cora	('y',)	Serrano	a	3.747
El Nayar Cora	('ɑ',)	Serrano	ɑ	3.681
El Nayar Cora	('ɑ',)	Serrano	iː	4.198
El Nayar Cora	('ɨ',)	Serrano	ɨ	1.567
El Nayar Cora	('ɨ',)	Serrano	-	3.646
El Nayar Cora	('ɨi̯̯',)	Serrano	ɨː	3.871
El Nayar Cora	('ɨi̯̯',)	Serrano	ʔ	5.163
El Nayar Cora	('ɨː',)	Serrano	i	4.543
El Nayar Cora	('ɨː',)	Serrano	ɨː	4.802
El Nayar Cora	('ɯ',)	Serrano	a	3.02
El Nayar Cora	('ʃ',)	Serrano	-	2.252
El Nayar Cora	('ʃ',)	Serrano	h	4.329
El Nayar Cora	('ʔ',)	Serrano	-	1.783
El Nayar Cora	('ʔ',)	Serrano	ʔ	2.535
El Nayar Cora	('ʦ',)	Serrano	p	3.498
El Nayar Cora	('ʦ',)	Serrano	ʦ	4.532
El Nayar Cora	('ʧ',)	Serrano	c	3.833
El Nayar Cora	('ʧ',)	Serrano	k	4.35
El Nayar Cora	('-',)	Shoshoni	nː	4.461
El Nayar Cora	('-',)	Shoshoni	ɨː	4.461
El Nayar Cora	('a',)	Shoshoni	-	1.503
El Nayar Cora	('a',)	Shoshoni	ɨ	2.368
El Nayar Cora	('ai̯̯',)	Shoshoni	ai̯̯	3.438
El Nayar Cora	('ai̯̯',)	Shoshoni	i	3.955
El Nayar Cora	('au̯̯',)	Shoshoni	-	3.395
El Nayar Cora	('au̯̯',)	Shoshoni	nː	5.205
El Nayar Cora	('aː',)	Shoshoni	w	3.301
El Nayar Cora	('aː',)	Shoshoni	j	4.852
El Nayar Cora	('b',)	Shoshoni	h	3.288
El Nayar Cora	('b',)	Shoshoni	kː	4.58
El Nayar Cora	('c',)	Shoshoni	k	3.463
El Nayar Cora	('c',)	Shoshoni	-	3.463
El Nayar Cora	('e',)	Shoshoni	i	1.982
El Nayar Cora	('e',)	Shoshoni	-	2.2
El Nayar Cora	('ei̯',)	Shoshoni	u	3.4
El Nayar Cora	('ei̯',)	Shoshoni	a	3.658
El Nayar Cora	('ei̯ː',)	Shoshoni	nː	4.461
El Nayar Cora	('ei̯ː',)	Shoshoni	ɨː	4.461
El Nayar Cora	('ei̯̯',)	Shoshoni	ai̯̯	3.395
El Nayar Cora	('ei̯̯',)	Shoshoni	nː	5.205
El Nayar Cora	('eː',)	Shoshoni	ɯ	2.696
El Nayar Cora	('eː',)	Shoshoni	ai̯̯	4.416
El Nayar Cora	('e̠',)	Shoshoni	-	2.794
El Nayar Cora	('e̠',)	Shoshoni	e	3.748
El Nayar Cora	('h',)	Shoshoni	-	1.558
El Nayar Cora	('h',)	Shoshoni	h	2.118
El Nayar Cora	('i',)	Shoshoni	-	1.538
El Nayar Cora	('i',)	Shoshoni	i	3.842
El Nayar Cora	('iː',)	Shoshoni	-	3.852
El Nayar Cora	('iː',)	Shoshoni	nː	4.886
El Nayar Cora	('i̠',)	Shoshoni	-	3.258
El Nayar Cora	('i̠',)	Shoshoni	ɑ	5.067
El Nayar Cora	('j',)	Shoshoni	-	3.553
El Nayar Cora	('j',)	Shoshoni	h	3.816
El Nayar Cora	('k',)	Shoshoni	-	1.795
El Nayar Cora	('k',)	Shoshoni	p	3.366
El Nayar Cora	('kʷ',)	Shoshoni	t	3.957
El Nayar Cora	('kʷ',)	Shoshoni	k	3.957
El Nayar Cora	('l',)	Shoshoni	ai̯̯	4.156
El Nayar Cora	('l',)	Shoshoni	nː	4.673
El Nayar Cora	('m',)	Shoshoni	-	1.74
El Nayar Cora	('m',)	Shoshoni	m	3.363
El Nayar Cora	('n',)	Shoshoni	n	1.641
El Nayar Cora	('n',)	Shoshoni	k	3.219
El Nayar Cora	('nʲ',)	Shoshoni	j	3.694
El Nayar Cora	('nʲ',)	Shoshoni	mː	4.211
El Nayar Cora	('p',)	Shoshoni	n	2.83
El Nayar Cora	('p',)	Shoshoni	-	3.034
El Nayar Cora	('r',)	Shoshoni	-	1.382
El Nayar Cora	('r',)	Shoshoni	n	2.149
El Nayar Cora	('s',)	Shoshoni	p	2.372
El Nayar Cora	('s',)	Shoshoni	-	2.409
El Nayar Cora	('t',)	Shoshoni	-	1.529
El Nayar Cora	('t',)	Shoshoni	h	3.575
El Nayar Cora	('tʲ',)	Shoshoni	tː	3.918
El Nayar Cora	('tʲ',)	Shoshoni	-	4.26
El Nayar Cora	('u',)	Shoshoni	-	2.305
El Nayar Cora	('u',)	Shoshoni	o	2.475
El Nayar Cora	('u̠',)	Shoshoni	nː	4.004
El Nayar Cora	('u̠',)	Shoshoni	ɨː	4.779
El Nayar Cora	('u̯a',)	Shoshoni	nː	4.461
El Nayar Cora	('u̯a',)	Shoshoni	ɨː	4.461
El Nayar Cora	('u̯aː',)	Shoshoni	nː	4.461
El Nayar Cora	('u̯aː',)	Shoshoni	ɨː	4.461
El Nayar Cora	('v',)	Shoshoni	p	2.031
El Nayar Cora	('v',)	Shoshoni	t	4.159
El Nayar Cora	('w',)	Shoshoni	-	1.753
El Nayar Cora	('w',)	Shoshoni	p	4.119
El Nayar Cora	('y',)	Shoshoni	ɨ	3.152
El Nayar Cora	('y',)	Shoshoni	o	4.161
El Nayar Cora	('ɑ',)	Shoshoni	ɑ	1.972
El Nayar Cora	('ɑ',)	Shoshoni	iː	3.343
El Nayar Cora	('ɑu̯̯',)	Shoshoni	ɑ	3.091
El Nayar Cora	('ɨ',)	Shoshoni	-	2.006
El Nayar Cora	('ɨ',)	Shoshoni	ɨ	3.235
El Nayar Cora	('ɨi̯̯',)	Shoshoni	nː	4.461
El Nayar Cora	('ɨi̯̯',)	Shoshoni	ɨː	4.461
El Nayar Cora	('ɨː',)	Shoshoni	a	3.243
El Nayar Cora	('ɨː',)	Shoshoni	nː	5.311
El Nayar Cora	('ɯ',)	Shoshoni	u	4.323
El Nayar Cora	('ɯ',)	Shoshoni	ɯ	4.323
El Nayar Cora	('ʃ',)	Shoshoni	ʦ	3.553
El Nayar Cora	('ʃ',)	Shoshoni	s	3.811
El Nayar Cora	('ʔ',)	Shoshoni	-	1.557
El Nayar Cora	('ʔ',)	Shoshoni	p	2.857
El Nayar Cora	('ʦ',)	Shoshoni	p	3.18
El Nayar Cora	('ʦ',)	Shoshoni	m	3.956
El Nayar Cora	('ʧ',)	Shoshoni	-	3.277
El Nayar Cora	('ʧ',)	Shoshoni	t	4.115
El Nayar Cora	('β',)	Shoshoni	p	3.091
El Nayar Cora	('-',)	Southeastern Tepehuan	ɨː	4.723
El Nayar Cora	('-',)	Southeastern Tepehuan	b	4.723
El Nayar Cora	('a',)	Southeastern Tepehuan	-	0.837
El Nayar Cora	('a',)	Southeastern Tepehuan	a	2.287
El Nayar Cora	('ai̯̯',)	Southeastern Tepehuan	ai̯̯	3.321
El Nayar Cora	('ai̯̯',)	Southeastern Tepehuan	-	3.758
El Nayar Cora	('au̯̯',)	Southeastern Tepehuan	u̯a	3.481
El Nayar Cora	('au̯̯',)	Southeastern Tepehuan	ɨː	5.548
El Nayar Cora	('aː',)	Southeastern Tepehuan	o	3.959
El Nayar Cora	('aː',)	Southeastern Tepehuan	u	4.993
El Nayar Cora	('b',)	Southeastern Tepehuan	ɨː	4.723
El Nayar Cora	('b',)	Southeastern Tepehuan	b	4.723
El Nayar Cora	('c',)	Southeastern Tepehuan	-	3.312
El Nayar Cora	('c',)	Southeastern Tepehuan	s	4.717
El Nayar Cora	('e',)	Southeastern Tepehuan	-	1.29
El Nayar Cora	('e',)	Southeastern Tepehuan	ɨ	3.921
El Nayar Cora	('ei̯',)	Southeastern Tepehuan	u̯a	3.622
El Nayar Cora	('ei̯',)	Southeastern Tepehuan	-	5.173
El Nayar Cora	('ei̯ː',)	Southeastern Tepehuan	ɨː	4.723
El Nayar Cora	('ei̯ː',)	Southeastern Tepehuan	b	4.723
El Nayar Cora	('ei̯̯',)	Southeastern Tepehuan	ɨː	4.723
El Nayar Cora	('ei̯̯',)	Southeastern Tepehuan	b	4.723
El Nayar Cora	('eː',)	Southeastern Tepehuan	-	3.325
El Nayar Cora	('e̠',)	Southeastern Tepehuan	-	4.102
El Nayar Cora	('e̠',)	Southeastern Tepehuan	ɨː	5.136
El Nayar Cora	('h',)	Southeastern Tepehuan	b	2.177
El Nayar Cora	('h',)	Southeastern Tepehuan	-	2.212
El Nayar Cora	('i',)	Southeastern Tepehuan	-	1.093
El Nayar Cora	('i',)	Southeastern Tepehuan	ui̯̯	4.998
El Nayar Cora	('iː',)	Southeastern Tepehuan	ɨː	4.723
El Nayar Cora	('iː',)	Southeastern Tepehuan	b	4.723
El Nayar Cora	('j',)	Southeastern Tepehuan	-	3.949
El Nayar Cora	('j',)	Southeastern Tepehuan	oi̯̯	4.208
El Nayar Cora	('k',)	Southeastern Tepehuan	k	1.991
El Nayar Cora	('k',)	Southeastern Tepehuan	-	2.076
El Nayar Cora	('kʷ',)	Southeastern Tepehuan	ʧ	3.481
El Nayar Cora	('kʷ',)	Southeastern Tepehuan	ɨː	5.548
El Nayar Cora	('l',)	Southeastern Tepehuan	ɨː	4.723
El Nayar Cora	('l',)	Southeastern Tepehuan	b	4.723
El Nayar Cora	('m',)	Southeastern Tepehuan	m	1.568
El Nayar Cora	('m',)	Southeastern Tepehuan	-	3.507
El Nayar Cora	('n',)	Southeastern Tepehuan	-	2.037
El Nayar Cora	('n',)	Southeastern Tepehuan	n	2.822
El Nayar Cora	('nʲ',)	Southeastern Tepehuan	dʱ	4.047
El Nayar Cora	('nʲ',)	Southeastern Tepehuan	-	4.305
El Nayar Cora	('p',)	Southeastern Tepehuan	m	3.69
El Nayar Cora	('p',)	Southeastern Tepehuan	-	3.781
El Nayar Cora	('r',)	Southeastern Tepehuan	-	1.445
El Nayar Cora	('r',)	Southeastern Tepehuan	b	4.531
El Nayar Cora	('s',)	Southeastern Tepehuan	-	2.992
El Nayar Cora	('s',)	Southeastern Tepehuan	j	5.113
El Nayar Cora	('t',)	Southeastern Tepehuan	-	2.101
El Nayar Cora	('t',)	Southeastern Tepehuan	t	2.979
El Nayar Cora	('tʲ',)	Southeastern Tepehuan	t	2.113
El Nayar Cora	('u',)	Southeastern Tepehuan	-	1.64
El Nayar Cora	('u',)	Southeastern Tepehuan	o	2.735
El Nayar Cora	('u̯a',)	Southeastern Tepehuan	o	4.568
El Nayar Cora	('u̯a',)	Southeastern Tepehuan	ɨː	4.826
El Nayar Cora	('u̯aː',)	Southeastern Tepehuan	aː	4.568
El Nayar Cora	('u̯aː',)	Southeastern Tepehuan	ɨː	4.826
El Nayar Cora	('v',)	Southeastern Tepehuan	-	3.453
El Nayar Cora	('v',)	Southeastern Tepehuan	j	5.262
El Nayar Cora	('w',)	Southeastern Tepehuan	-	1.595
El Nayar Cora	('w',)	Southeastern Tepehuan	aː	2.969
El Nayar Cora	('y',)	Southeastern Tepehuan	-	3.812
El Nayar Cora	('y',)	Southeastern Tepehuan	oi̯̯	4.07
El Nayar Cora	('ɑ',)	Southeastern Tepehuan	u	4.102
El Nayar Cora	('ɑ',)	Southeastern Tepehuan	ɨː	5.136
El Nayar Cora	('ɨ',)	Southeastern Tepehuan	-	2.2
El Nayar Cora	('ɨ',)	Southeastern Tepehuan	u	2.864
El Nayar Cora	('ɨi̯̯',)	Southeastern Tepehuan	iː	3.791
El Nayar Cora	('ɨi̯̯',)	Southeastern Tepehuan	ɨː	5.342
El Nayar Cora	('ɨː',)	Southeastern Tepehuan	u	3.481
El Nayar Cora	('ɨː',)	Southeastern Tepehuan	ɨː	5.548
El Nayar Cora	('ɯ',)	Southeastern Tepehuan	ɨː	4.723
El Nayar Cora	('ɯ',)	Southeastern Tepehuan	b	4.723
El Nayar Cora	('ʃ',)	Southeastern Tepehuan	ʧ	2.702
El Nayar Cora	('ʃ',)	Southeastern Tepehuan	j	4.219
El Nayar Cora	('ʔ',)	Southeastern Tepehuan	-	1.892
